partial_pooling_cvrmse,no_pooling_cvrmse,complete_pooling_cvrmse,partial_pooling_coverage,no_pooling_coverage,complete_pooling_coverage,id
0.19304466751278807,0.1938111742837591,0.23537226449776985,98.25381819367249,97.02779282565987,92.80454127503555,Panther_parking_Asia
0.1942080112183304,0.19509102964774133,0.2351506118879934,95.6965426518768,96.07392371954242,92.58161188225512,Panther_office_Lauretta
0.19419003496646733,0.19296772248737687,0.2353885879100365,93.9563476121488,95.82621501926714,92.5816214702862,Panther_office_Ruthie
0.19253205791808206,0.19418965509150893,0.2351638149963364,95.1454418020896,94.767585168083,92.63735669489063,Panther_education_Tina
0.19369297030633864,0.19394155867217253,0.2353751690350557,95.7764032802572,95.05819838978607,92.91597912493877,Panther_retail_Romeo
0.1936538207615742,0.1941645203987836,0.2350970492958439,97.24450150388266,93.31213739264999,92.798356994996,Panther_education_Violet
0.19463280062555266,0.1940737946434868,0.2354616555997136,96.7615619669654,93.6958580664585,92.69927044671594,Panther_office_Catherine
0.1924659073821042,0.1939551527418943,0.2351914141643853,92.69900198184601,96.60639118975,92.76120337460341,Panther_office_Graham
0.1930773707223591,0.1930773695262587,0.2356031490761975,95.96224808646869,94.39555230414769,92.70547773803005,Panther_lodging_Kara
0.19446531278715368,0.1932155177185277,0.2354215721653537,95.80797474896136,95.13924026359415,92.75499033047069,Panther_assembly_Pamella
0.19367856933250446,0.1931670132055741,0.2347378670992755,95.92561605496626,94.52593802104956,92.79214011565078,Panther_retail_Gilbert
0.19359314701340785,0.19374986511967648,0.2352169321352467,96.60644871793644,94.65593254628382,92.74260642954194,Panther_office_Karla
0.19302194615350432,0.1931468935650926,0.2353203309991681,95.01528428032718,93.42969240637528,92.80453552221692,Panther_lodging_Jorge
0.19322660398579344,0.19358994437371294,0.2348689136917064,93.60309961868401,92.86018253693548,92.78595008279264,Panther_office_Hannah
0.1930851467768877,0.19401356480649112,0.2356037188037776,94.04306943556222,96.46998610694298,92.60640269538729,Panther_retail_Felix
0.19310120056655405,0.19239614130332736,0.2351998110576506,94.7363627037097,94.51327223200735,92.56924332217605,Panther_education_Edna
0.1933795975732994,0.19283157719216296,0.2359516072025156,94.4392909842785,97.3807224964932,92.63115515639518,Panther_lodging_Cora
0.1925289882358024,0.19297721246143545,0.2354451138261164,97.3991660330576,93.34919513273192,92.66211682632336,Panther_lodging_Awilda
0.1933616384879368,0.19388762278733826,0.2364537457881696,95.67109218220713,96.01170506832909,92.57543143742802,Panther_office_Larry
0.19300399624878667,0.19383362730619744,0.2342357748459513,93.98703889960085,95.15159923564215,92.9655223990788,Panther_education_Misty
0.1932039475154864,0.1927898575126404,0.2355210057315461,97.80788845668177,94.97769919853648,92.74879070958141,Panther_education_Janis
0.19213591161201168,0.19251650350657767,0.23517462167795605,96.10473965139838,92.86617889156608,92.90361056485969,Panther_lodging_Gale
0.1935725116223949,0.19372686815218595,0.23597270084875216,93.78297875196436,93.31827948535286,92.5135138503903,Panther_office_Patti
0.19395839762429706,0.19256184424145595,0.23544081242314746,95.95042604416055,97.43017564314115,92.73641639668371,Panther_lodging_Blaine
0.1934230795494963,0.19406049993702074,0.2352186314105716,96.55042777000614,96.19154393187895,92.62494786508108,Panther_parking_Alaina
0.19427147172889386,0.19359750055302244,0.2356207876946867,96.45761371165148,96.22895642911041,92.55684599800377,Panther_education_Jerome
0.1929435382542181,0.19330407171062894,0.2354891488125652,97.45505850137155,95.47361134149021,92.55685175082243,Panther_education_Teofila
0.19302823946728453,0.1933624453817168,0.2353243310640868,94.87917067366465,94.85441245983813,92.53826055857952,Panther_lodging_Edison
0.19322918762792327,0.19332671320885397,0.2356119482826052,93.92505036113319,96.4083427375938,92.81690791750843,Panther_lodging_Hattie
0.19311403775735614,0.1929904574961435,0.23498199008369544,93.49179408360956,95.65908413209624,92.69926085868488,Panther_education_Quintin
0.19319537663109165,0.19378371445585169,0.23483151427344304,95.70271926149151,94.3527187341498,92.83547609847678,Panther_parking_Lorriane
0.19448619349571128,0.19422729571621272,0.2354044157662113,97.06444595083063,97.28784707473969,92.84788301068012,Panther_office_Valarie
0.12234870795450345,0.12142005309139225,0.15838207459974746,96.75674277337576,97.10694222213706,90.34853870647335,Panther_office_Otto
0.2719971764890145,0.27213855281097,0.3847624550860308,92.90034215615252,92.59659749704143,92.76612394654022,Panther_assembly_Carrol
0.2703115273871549,0.2738622856367365,0.3838502743531465,91.9042277089607,92.95682685840981,92.68137319467479,Panther_office_Garth
0.27210455558423313,0.27022246109025344,0.38660906364457054,92.25036271146529,92.2150968793842,92.67429857489815,Panther_parking_Mellissa
0.16497264638160206,0.16488180811810146,0.18188858744461545,95.61358107474352,93.93279260886831,91.43902905084343,Panther_lodging_Jana
0.11408440756896428,0.11377514187784425,0.14031726553252716,94.74525810170769,94.56436494173029,92.88060859817385,Panther_education_Annetta
0.17926899135051458,0.1792059270612226,0.20568085444457126,94.60261391734369,94.60967855881313,94.27057576827976,Panther_lodging_Myrtle
0.127467098750686,0.12643205414177394,0.2831425918137641,95.14718501976702,93.26099559557522,91.57235919111851,Panther_office_Jesus
0.14676921650032335,0.14562440271929622,0.1697596219973776,86.82444365948429,88.802543270929,85.46096785588131,Panther_other_Bethel
0.0834932796031056,0.08380132274632937,0.0854469276853362,99.07934547547384,98.93880721809786,98.44676029132246,Panther_education_Sophia
0.05818956113526987,0.05682236481382449,0.05774952156812304,99.83046357219405,99.73862323309126,99.25118292831385,Panther_lodging_Cornelia
0.21016961452414434,0.2105675262477648,0.3068390290745812,93.06163338005648,93.45709852928142,90.15815560434515,Panther_office_Shauna
0.05639435873896649,0.056610544864566736,0.05701946998263621,99.71036217263668,99.86578428496449,99.27236188526145,Panther_education_Hugh
0.15534593350863726,0.15859837769933974,0.2021277247238444,94.6308724832215,92.95655245496292,87.5450370893677,Panther_education_Ivan
0.12118607369944145,0.1212012683850519,0.16612731740795025,96.114447191805,97.46379371246908,95.35146591310492,Panther_office_Taryn
0.17012492831342496,0.17003419732843725,0.18124899167862804,89.86930413281526,92.03108442246555,89.92582126457083,Panther_lodging_Janice
0.2524284296344761,0.25317899437403424,0.2797425962136263,92.65891386754171,92.51050147720905,92.23522010851588,Panther_office_Christian
0.15509176349077494,0.15429921680985564,0.20617021629980653,95.02649240551041,94.40480395619923,87.10702931826211,Panther_education_Alecia
0.2015599280836235,0.20136886284598088,0.20080497796403235,95.56222189215065,95.60454233979428,96.15577159989164,Panther_education_Rosalie
0.1407164596841138,0.14035696555095148,0.15220822976081586,94.94171670787708,94.0303779583186,92.53973860826565,Panther_education_Jonathan
0.144806672714503,0.14480484425764106,0.16327597655720485,95.52808194984104,93.83256799717415,91.81914517838214,Panther_lodging_Dianna
0.3279301045683048,0.32878267172259923,0.4390365280958525,92.60433816882099,92.20172844236627,96.33399240052128,Panther_education_Neal
0.25100085355703217,0.2513984288307252,0.27777328791053657,88.02073791577111,87.73823208345057,87.63894293805271,Panther_lodging_Else
0.12719174579204895,0.12671599391571484,0.19036801024802524,98.66171881588934,98.45750834701764,98.09132604716005,Panther_education_Mohammad
0.046330524690285986,0.04781447117891219,0.08041587645355486,99.086659475009,99.5972671700827,94.60625674217907,Panther_other_Lucina
0.5652726285712325,0.5638547040857795,1.3191674110420146,89.97790868924889,90.17673048600884,91.1119293078056,Panther_office_Christin
0.21354427517256566,0.21298144742681754,0.2258168464757268,95.46990624054844,95.37105119368117,94.97588989332108,Panther_education_Enriqueta
0.2065190147061821,0.20736307969805168,0.20847209924307614,87.26645522633792,86.89214647356647,87.95824128344978,Panther_lodging_Russell
0.10840849562873242,0.10932732466002447,0.1452139007918624,95.07565282404673,95.91625529068004,91.68425296409141,Panther_parking_Charlene
0.1241773404962713,0.12467591899472613,0.18837346518785789,98.52797305141169,98.7392654624471,98.45761997132496,Panther_office_Danica
0.11246225268013008,0.11313410543207088,0.14262248608588032,96.43235605793005,96.4394206993995,95.26669021547156,Panther_education_Shelton
0.11222294295625944,0.112074181270391,0.14122802908257526,96.88449311197456,96.47474390674671,95.89544330625222,Panther_assembly_David
0.13805552393557366,0.1381971812257583,0.2337892789842492,94.63863311161535,95.63487228764666,92.76652058424985,Panther_lodging_Alita
0.20890824958238285,0.20962267062232048,0.224882519240072,89.34080558865027,89.61609710489395,89.77851650511788,Panther_lodging_Fausto
0.2802918160323282,0.2803480896347689,0.33057432173149204,92.81686363845002,92.40006475921342,91.58095300816026,Panther_other_Lula
0.13650029152256726,0.1379662716044152,0.2367418581228558,94.95643221636163,94.86489372105044,92.93604204459507,Panther_education_Aurora
0.16830029042592787,0.1691156930474565,0.1837589106556201,91.00640341646822,91.30112056711405,90.36104290892084,Panther_lodging_Willa
0.4415016216853068,0.44188261586292665,0.4869188541490005,91.24550885390686,91.340567489893,89.5712144048337,Panther_office_Brent
0.27742756632203497,0.277699790580273,0.3596783719625621,86.52119292657763,87.00863323135503,92.90721471520912,Panther_office_Kristen
0.14408503085618332,0.14482393553973633,0.22427775515104487,95.73944953212352,95.20253927678543,89.84029416867517,Panther_education_Vincent
0.2342777752753187,0.2396628399434677,0.262198183609274,91.14777956820812,91.08420528400231,91.6771084397502,Panther_office_Antonette
0.15784395574706422,0.15837352196370752,0.1740846306630814,94.60261391734369,92.79406570116569,93.67714588484637,Panther_lodging_Sonja
0.2986838641013952,0.2981767292158465,0.4500538797379773,93.16142705757682,93.08371600141292,92.75167785234899,Panther_retail_Rachel
0.0854972004040347,0.0858346458410425,0.10014412922158616,98.66473149492019,99.16545718432508,93.76632801161104,Panther_education_Genevieve
0.5365261634661704,0.5474825365511754,0.45004607925893614,90.28812361925176,90.13975617008622,90.30181136209879,Panther_education_Mattie
0.14415156041619262,0.14441451312232995,0.15576415822618467,87.58557434292135,85.8957688679033,84.69399325934714,Panther_parking_Stanley
0.1483567417807668,0.14923506331618894,0.17011456456613444,95.27412155972914,94.65970729633776,94.38424115971875,Panther_assembly_Gwyneth
0.1701341650623567,0.1692512393418449,0.16972209439608044,93.03457782780235,95.38690636556126,91.45252471127769,Panther_lodging_Floyd
0.10206992153437897,0.1005013404090332,0.18317572846526609,98.37475551472653,96.69362297531244,95.13877027807976,Panther_education_Zelda
0.12510487847486082,0.1247147700612671,0.4331542981981604,97.14967533316157,97.93279141291373,93.24720607289413,Panther_retail_Kristina
0.3536272766571765,0.35484506583110315,0.4599359051751934,86.33608721212522,86.90835811990671,89.26765380261196,Panther_education_Diann
0.2726866579304605,0.2759937875620517,0.3536087349996437,98.22331460674158,97.58426966292136,97.62640449438202,Panther_education_Scarlett
1127.8834795837288,1433.8926602874758,0.21898241356801829,95.01683774409157,94.85494274176192,94.01748202467093,Panther_education_Emily
0.17062334999505213,0.17030309468294114,0.17547540894722413,92.27141693957337,91.88997120260557,90.42780245745749,Panther_lodging_Teresita
0.15852292783513985,0.15961275776382575,0.17494745453077115,94.800568563942,96.09328320231815,91.78408639617471,Panther_assembly_Denice
0.11981951983260886,0.1169058468334084,0.15527172380663729,94.84287409172458,93.71295054551405,90.69669787881143,Panther_parking_Jody
0.15749287212435764,0.15703178036839466,0.1702532103001698,91.31854598103722,90.5554449626512,90.50642652872654,Panther_office_Lois
0.11678185024045727,0.11575409700920505,0.15523083924831366,94.1294425918054,93.71955618485413,90.49183325450471,Panther_office_Lavinia
0.11587145058475085,0.11851795350817973,0.15433697673045527,94.39118356692549,96.16399198143236,90.76733431519877,Panther_parking_Adela
0.17121755850208206,0.171715284053885,0.2054821656704334,92.39191996599394,93.95288143575864,89.20559204289873,Panther_office_Jeane
0.18641242004272668,0.187931482523082,0.25659242310772445,93.1263109001032,91.6640473610371,91.80525537481516,Panther_lodging_Kaitlin
0.2409140739387536,0.2402697017672256,0.3096093772492939,90.43879657672592,86.91576677511783,92.59437846108557,Panther_lodging_Tracie
0.24099562645953826,0.24171186596803965,0.3101542698225976,88.9097516942238,86.62692523174023,92.26327099562843,Panther_lodging_Anastasia
0.20965503730473486,0.20952673520833345,0.2605565354022901,90.05352363960749,91.05668277165441,92.32801140320942,Panther_lodging_Edmond
0.3281827292794358,0.2819380685691593,0.36027986625016445,92.45606234228971,92.63140249013244,91.36970065220095,Panther_education_Cleopatra
0.2765773104274747,0.2752053820975817,0.3452197550307361,93.375269663751,92.9091330447607,84.70992811627521,Panther_other_Tyrone
